Label,KPR,KPRW,DPR,DPRW,RWK,RWMK,PRR,SBTPR,TDPR,TDP,ODTP,ASPR,SR,STPR,TKPR,TKP,AKP,DPK,OKPR,ODPR,OA,OS,WAOK,ATPR,CPPR,LAP,WP1V1,TAPR,SPRL,SKPR,SKP,RWSKP,SMKR,SOKPR,UDPR,UKPR100,FTPR,FAPR,TOFPR
0,0.66,0.91,70.9,91.4,0.455,0.16,0.97,0.12,0.16,0.232,0.304,0.17,0.196,0.11,0.15,0.221,0.267,107,0.08,0.1,0.181,0.458,0.739,2.47,0.02,0.089,0.674,63,0.052,0.01,0.009,0.006,0.0008,0,3.28,0.59,0.44,0.03,2
1,0.7,0.96,76.8,100.1,0.48,0.169,1.19,0.1,0.14,0.194,0.25,0.18,0.177,0.1,0.13,0.183,0.246,110,0.1,0.09,0.191,0.511,0.7,2.79,0.02,0.103,0.547,60,0.048,0,0.005,0.003,0.001,0.0001,3.71,0.6,0.49,0.03,2
0,0.66,0.92,72.1,94.6,0.451,0.157,1.16,0.1,0.13,0.197,0.249,0.19,0.202,0.1,0.13,0.204,0.274,110,0.09,0.1,0.185,0.473,0.739,2.59,0.02,0.108,0.578,63,0.058,0.03,0.04,0.021,0.006,0.007,3.75,0.55,0.55,0.03,2
1,0.72,1.03,81,110.5,0.478,0.184,1.01,0.1,0.14,0.196,0.256,0.2,0.164,0.11,0.12,0.165,0.236,112,0.13,0.13,0.258,0.487,0.731,2.81,0.02,0.097,0.482,59,0.046,0.01,0.012,0.007,0.001,0.0008,5.38,0.83,0.58,0.03,2
0,0.63,0.91,69.5,91.6,0.431,0.151,1.1,0.1,0.13,0.204,0.28,0.17,0.218,0.11,0.14,0.214,0.294,110,0.08,0.1,0.185,0.442,0.674,2.61,0.03,0.116,0.792,70,0.096,0.04,0.059,0.027,0.01,0.006,4.53,0.64,0.63,0.03,2
1,0.72,0.98,78.8,100.3,0.477,0.179,1.18,0.12,0.14,0.226,0.311,0.21,0.225,0.12,0.15,0.214,0.274,110,0.09,0.09,0.178,0.491,0.753,2.94,0.02,0.083,0.63,68,0.101,0.01,0.015,0.009,0.002,0.001,5.04,0.89,0.78,0.04,2
1,0.73,0.96,78.4,99.1,0.496,0.175,1.04,0.1,0.13,0.211,0.24,0.19,0.211,0.12,0.16,0.217,0.279,108,0.1,0.07,0.173,0.571,0.76,2.73,0.02,0.112,0.662,72,0.109,0.01,0.008,0.004,0.001,0.0007,3.72,0.84,0.29,0.02,2.01
1,0.69,0.95,74.4,96.1,0.473,0.164,0.98,0.11,0.15,0.211,0.287,0.18,0.192,0.12,0.15,0.22,0.27,108,0.1,0.1,0.195,0.507,0.726,2.55,0.02,0.095,0.593,63,0.056,0.01,0.016,0.01,0.002,0.003,2.65,0.64,0.33,0.02,2.01
1,0.67,0.93,73.6,97,0.461,0.162,1.13,0.12,0.14,0.218,0.281,0.21,0.217,0.11,0.14,0.208,0.284,111,0.09,0.1,0.184,0.475,0.722,2.78,0.02,0.09,0.626,67,0.093,0,0.004,0.002,0.0001,0,4.7,0.99,0.33,0.02,2.01
1,0.68,0.97,76.6,102.4,0.458,0.167,1.13,0.12,0.16,0.232,0.258,0.21,0.192,0.1,0.11,0.168,0.248,112,0.14,0.16,0.292,0.466,0.699,2.77,0.02,0.058,0.627,62,0.057,0,0.006,0.004,0.0008,0.0003,5.19,0.9,0.36,0.02,2.01
1,0.7,0.96,77.1,101.2,0.479,0.169,1.09,0.11,0.14,0.212,0.263,0.21,0.204,0.13,0.15,0.218,0.285,110,0.1,0.09,0.195,0.531,0.726,2.87,0.02,0.091,0.523,65,0.111,0.01,0.011,0.005,0.0008,0.0001,4.06,0.7,0.37,0.02,2.01
0,0.64,0.88,70.9,91.6,0.448,0.151,0.98,0.12,0.16,0.23,0.297,0.19,0.185,0.1,0.13,0.198,0.256,111,0.11,0.12,0.231,0.496,0.69,2.39,0.02,0.071,0.718,57,0.033,0,0.002,0.001,0,0.0006,3.07,0.56,0.44,0.03,2.01
0,0.66,0.93,72.5,95.7,0.451,0.148,1,0.1,0.14,0.204,0.258,0.18,0.184,0.11,0.12,0.186,0.253,110,0.12,0.13,0.251,0.487,0.659,2.57,0.01,0.069,0.588,60,0.049,0.01,0.008,0.004,0.001,0,4.21,0.89,0.46,0.03,2.01
1,0.68,0.93,74.2,95.4,0.46,0.163,1.16,0.11,0.14,0.207,0.306,0.19,0.213,0.13,0.17,0.248,0.271,110,0.09,0.07,0.161,0.537,0.688,2.6,0.03,0.123,0.517,68,0.071,0.01,0.021,0.013,0.003,0.003,4.09,0.7,0.51,0.03,2.01
0,0.64,0.86,68.8,86.9,0.442,0.149,0.98,0.09,0.12,0.197,0.261,0.17,0.238,0.11,0.14,0.216,0.289,108,0.09,0.08,0.166,0.514,0.717,2.49,0.02,0.086,0.509,71,0.097,0,0.003,0.002,0.0007,0.0005,4.1,0.74,0.51,0.03,2.01
0,0.66,0.95,74.2,99.3,0.453,0.159,1.14,0.11,0.15,0.215,0.243,0.19,0.178,0.1,0.13,0.2,0.25,112,0.1,0.12,0.222,0.458,0.695,2.65,0.02,0.079,0.62,61,0.047,0.01,0.014,0.008,0.002,0.002,2.95,0.37,0.53,0.03,2.01
1,0.73,1,79,100.2,0.484,0.186,1.13,0.1,0.13,0.194,0.28,0.18,0.186,0.11,0.14,0.194,0.262,108,0.09,0.1,0.188,0.491,0.718,2.88,0.03,0.13,0.729,60,0.053,0.01,0.012,0.006,0.002,0.001,5.28,0.99,0.6,0.04,2.01
1,0.65,0.87,72,91.3,0.451,0.153,1.02,0.1,0.12,0.195,0.292,0.18,0.245,0.1,0.13,0.202,0.274,110,0.08,0.07,0.15,0.538,0.687,2.75,0.03,0.131,0.586,69,0.122,0.01,0.008,0.004,0.0005,0.0002,5.9,1.09,0.69,0.04,2.01
1,0.66,0.88,72.9,92.3,0.454,0.162,1.09,0.09,0.12,0.183,0.237,0.18,0.218,0.09,0.13,0.198,0.275,110,0.08,0.09,0.174,0.482,0.68,2.71,0.02,0.113,0.659,68,0.089,0.01,0.013,0.006,0.002,0.001,5.02,0.81,0.52,0.02,2.02
1,0.75,1.03,82.5,107.8,0.495,0.19,1.28,0.12,0.16,0.235,0.276,0.22,0.192,0.13,0.17,0.223,0.259,110,0.12,0.11,0.236,0.517,0.732,2.93,0.03,0.089,0.716,61,0.068,0,0.005,0.003,0.0005,0.0003,4.27,0.83,0.45,0.03,2.02
1,0.68,0.91,75,94.8,0.468,0.161,1.08,0.13,0.15,0.235,0.316,0.2,0.226,0.14,0.16,0.228,0.272,110,0.1,0.1,0.2,0.517,0.718,2.84,0.02,0.102,0.586,67,0.084,0,0.004,0.003,0.0003,0.0002,4.95,0.84,0.48,0.03,2.02
1,0.71,0.98,80.8,105,0.483,0.172,1.26,0.11,0.14,0.208,0.251,0.23,0.198,0.13,0.15,0.207,0.268,114,0.13,0.11,0.245,0.53,0.73,3.08,0.02,0.086,0.672,66,0.085,0.02,0.021,0.01,0.003,0.001,5.4,0.88,0.52,0.03,2.02
1,0.82,1.15,89.6,118.5,0.515,0.216,1.28,0.1,0.14,0.193,0.204,0.23,0.163,0.11,0.14,0.169,0.245,109,0.16,0.13,0.289,0.55,0.755,3.07,0.02,0.097,0.574,56,0.025,0.12,0.142,0.092,0.03,0.03,4.25,1.08,0.48,0.04,2.02
0,0.64,0.9,71.9,93.4,0.452,0.146,0.88,0.1,0.12,0.179,0.226,0.19,0.197,0.11,0.14,0.213,0.27,112,0.1,0.1,0.2,0.516,0.711,2.53,0.02,0.078,0.583,61,0.054,0,0.002,0.001,0,0,3.02,0.38,0.33,0.02,2.03
0,0.65,0.93,72.2,96.8,0.447,0.157,1.21,0.1,0.14,0.201,0.244,0.19,0.199,0.11,0.13,0.194,0.266,111,0.11,0.13,0.237,0.461,0.715,2.55,0.02,0.081,0.654,64,0.062,0,0.004,0.002,0.0004,0.0004,4.07,0.73,0.5,0.02,2.03
1,0.71,0.97,75.6,99.3,0.476,0.175,1.08,0.11,0.15,0.214,0.304,0.18,0.187,0.11,0.14,0.201,0.277,107,0.11,0.13,0.235,0.465,0.688,2.73,0.02,0.094,0.769,59,0.055,0.02,0.022,0.01,0.003,0.003,3.76,0.76,0.41,0.03,2.03
0,0.62,0.87,69.1,89.8,0.435,0.144,0.91,0.12,0.14,0.204,0.272,0.18,0.195,0.1,0.14,0.223,0.284,111,0.08,0.09,0.168,0.452,0.771,2.47,0.02,0.103,0.636,63,0.036,0,0.006,0.004,0.0004,0,4.77,0.69,0.55,0.03,2.03
1,0.75,1.04,81.6,106.6,0.485,0.19,1.14,0.09,0.14,0.202,0.209,0.21,0.187,0.1,0.13,0.175,0.268,109,0.12,0.12,0.241,0.496,0.727,2.98,0.02,0.087,0.702,60,0.051,0.01,0.017,0.009,0.003,0.001,5.53,0.63,0.66,0.03,2.03
0,0.62,0.87,69.1,89.7,0.435,0.144,0.94,0.11,0.13,0.194,0.24,0.18,0.2,0.09,0.12,0.2,0.272,112,0.09,0.11,0.192,0.45,0.706,2.49,0.02,0.108,0.646,63,0.052,0.01,0.017,0.008,0.002,0.001,3.14,0.69,0.48,0.04,2.03
0,0.65,0.93,72.4,96.6,0.441,0.154,1.05,0.12,0.17,0.23,0.338,0.2,0.201,0.11,0.13,0.205,0.269,112,0.1,0.12,0.224,0.448,0.68,2.81,0.02,0.08,0.59,64,0.046,0,0.005,0.003,0.0005,0.0002,4.36,0.85,0.36,0.02,2.04
1,0.66,0.92,74.1,96.3,0.456,0.156,1.08,0.1,0.13,0.201,0.297,0.19,0.218,0.1,0.12,0.186,0.259,112,0.09,0.09,0.178,0.493,0.722,2.86,0.02,0.109,0.609,66,0.076,0,0.005,0.003,0.0005,0.0003,4.59,0.78,0.47,0.03,2.04
0,0.64,0.85,68.9,86.6,0.445,0.148,1.01,0.1,0.12,0.199,0.285,0.18,0.246,0.11,0.14,0.22,0.322,108,0.07,0.08,0.155,0.481,0.727,2.67,0.01,0.105,0.438,70,0.11,0,0.001,0.001,0,0,5.73,0.84,0.49,0.03,2.04
1,0.76,1.01,80.1,101.3,0.51,0.188,1.11,0.1,0.13,0.202,0.232,0.19,0.182,0.12,0.16,0.206,0.286,106,0.13,0.09,0.213,0.593,0.738,2.57,0.03,0.124,0.681,64,0.069,0.23,0.303,0.184,0.05,0.06,4.83,1.48,0.49,0.04,2.04
0,0.64,0.93,74.2,98.9,0.44,0.149,0.88,0.12,0.16,0.214,0.263,0.22,0.198,0.09,0.11,0.174,0.284,116,0.12,0.14,0.262,0.458,0.698,2.97,0.01,0.067,0.483,61,0.035,0,0.007,0.004,0.0003,0.0008,5.64,0.71,0.59,0.04,2.04
1,0.69,0.94,70.6,92.5,0.474,0.164,1.12,0.09,0.11,0.172,0.206,0.12,0.182,0.09,0.13,0.19,0.261,103,0.12,0.09,0.216,0.569,0.698,1.8,0.02,0.121,0.579,70,0.098,0.36,0.526,0.285,0.09,0.08,3.5,0.85,0.58,0.05,2.04
0,0.62,0.84,70.5,89.6,0.439,0.143,1.01,0.12,0.16,0.238,0.32,0.2,0.228,0.1,0.12,0.198,0.279,113,0.09,0.1,0.188,0.482,0.727,2.73,0.02,0.083,0.632,66,0.074,0,0.005,0.003,0.0005,0,4.36,0.86,0.32,0.02,2.05
1,0.69,0.96,77.2,101.8,0.471,0.166,1.11,0.1,0.13,0.188,0.223,0.2,0.188,0.1,0.14,0.198,0.251,112,0.11,0.11,0.215,0.496,0.717,2.9,0.02,0.081,0.662,64,0.075,0,0.007,0.004,0.0009,0.0001,4.39,0.79,0.49,0.02,2.05
1,0.68,1.01,78.4,108.2,0.453,0.17,1.12,0.11,0.15,0.204,0.277,0.23,0.187,0.09,0.12,0.179,0.251,115,0.14,0.15,0.298,0.483,0.738,3.12,0.01,0.06,0.643,60,0.047,0,0.004,0.002,0.0006,0,5.15,0.74,0.51,0.02,2.05
1,0.73,0.98,79.2,102.1,0.48,0.18,1.12,0.1,0.14,0.208,0.269,0.18,0.201,0.1,0.13,0.181,0.233,109,0.1,0.09,0.189,0.504,0.716,2.81,0.03,0.092,0.667,66,0.078,0.01,0.009,0.005,0.002,0.001,4.23,0.73,0.69,0.04,2.05
1,0.7,0.95,76.7,98.9,0.47,0.171,1.09,0.12,0.16,0.234,0.299,0.2,0.207,0.11,0.14,0.199,0.253,110,0.11,0.12,0.23,0.494,0.736,2.73,0.02,0.092,0.598,66,0.077,0,0.002,0.001,0.0001,0,3.32,0.55,0.33,0.02,2.06
1,0.67,0.95,75.5,99.7,0.461,0.162,1.14,0.13,0.17,0.238,0.311,0.21,0.197,0.13,0.16,0.236,0.283,112,0.09,0.1,0.193,0.479,0.731,2.98,0.02,0.075,0.605,63,0.049,0,0.005,0.004,0.0005,0.0003,3.68,0.82,0.35,0.02,2.06
1,0.71,0.97,78.4,100.3,0.486,0.172,1.1,0.09,0.13,0.192,0.215,0.2,0.205,0.12,0.16,0.229,0.281,110,0.09,0.09,0.186,0.505,0.718,3.14,0.02,0.097,0.596,69,0.09,0,0.005,0.003,0.001,0,6.21,1.22,0.5,0.02,2.06
1,0.69,0.94,74.9,98.4,0.475,0.169,1.2,0.12,0.16,0.233,0.33,0.19,0.191,0.12,0.16,0.233,0.267,108,0.09,0.1,0.189,0.469,0.695,2.65,0.03,0.099,0.612,65,0.066,0.01,0.012,0.007,0.001,0.0006,3.97,0.7,0.45,0.03,2.06
0,0.63,0.95,71.8,98.7,0.436,0.15,1.01,0.13,0.17,0.234,0.287,0.2,0.18,0.1,0.13,0.199,0.268,113,0.12,0.16,0.275,0.436,0.692,2.66,0.01,0.056,0.567,60,0.04,0,0.007,0.004,0.001,0,5.6,0.7,0.47,0.03,2.06
0,0.62,0.83,68.5,85.6,0.439,0.14,0.93,0.1,0.13,0.2,0.221,0.19,0.221,0.1,0.13,0.208,0.296,111,0.08,0.08,0.161,0.48,0.653,2.51,0.01,0.103,0.477,65,0.073,0.01,0.015,0.007,0.001,0.001,5.45,1.2,0.49,0.03,2.06
1,0.73,0.99,79.1,102.4,0.487,0.179,1.11,0.12,0.15,0.228,0.262,0.2,0.192,0.14,0.16,0.217,0.263,109,0.12,0.11,0.239,0.522,0.743,2.75,0.02,0.069,0.56,68,0.081,0.01,0.009,0.005,0.0008,0.0001,4.68,0.76,0.51,0.03,2.06
1,0.73,0.96,77.6,96.6,0.492,0.184,1.21,0.11,0.14,0.219,0.289,0.18,0.207,0.13,0.16,0.214,0.261,106,0.1,0.09,0.182,0.526,0.744,2.7,0.02,0.08,0.698,65,0.068,0,0.002,0.001,0.0002,0,3.76,0.62,0.61,0.03,2.06
0,0.64,0.95,71.7,100,0.443,0.148,0.88,0.11,0.16,0.215,0.286,0.19,0.175,0.11,0.13,0.198,0.28,112,0.09,0.11,0.205,0.457,0.665,2.72,0.02,0.078,0.54,59,0.038,0.01,0.011,0.005,0.002,0.0002,4.7,0.81,0.65,0.03,2.06
1,0.64,0.89,73.2,96.4,0.439,0.152,1.05,0.1,0.13,0.195,0.24,0.19,0.229,0.09,0.13,0.198,0.259,114,0.09,0.1,0.193,0.488,0.748,2.86,0.02,0.102,0.613,68,0.099,0,0.007,0.003,0.0009,0.0001,5.99,1.04,0.52,0.04,2.06
1,0.72,0.96,75.3,93.8,0.477,0.174,1.29,0.11,0.14,0.214,0.238,0.18,0.203,0.12,0.16,0.218,0.301,105,0.09,0.09,0.176,0.514,0.71,2.64,0.03,0.094,0.681,62,0.061,0.01,0.009,0.005,0.0008,0.0005,4.52,0.86,0.53,0.04,2.06
1,0.68,0.92,74.2,96,0.461,0.161,1.16,0.08,0.12,0.183,0.23,0.17,0.21,0.09,0.12,0.171,0.233,110,0.1,0.1,0.195,0.51,0.708,2.5,0.03,0.118,0.668,67,0.081,0.02,0.028,0.013,0.003,0.003,3.64,0.76,0.55,0.04,2.06
1,0.72,0.97,78.4,100.3,0.489,0.178,1.13,0.1,0.14,0.205,0.248,0.2,0.185,0.08,0.13,0.178,0.27,109,0.1,0.1,0.208,0.502,0.734,2.93,0.03,0.097,0.633,62,0.054,0.03,0.042,0.021,0.006,0.005,4.55,0.78,0.6,0.04,2.06
0,0.62,0.91,72.7,99.3,0.433,0.147,1.03,0.1,0.13,0.186,0.23,0.21,0.192,0.09,0.11,0.179,0.257,117,0.1,0.11,0.212,0.462,0.668,2.8,0.02,0.097,0.692,65,0.074,0.01,0.01,0.005,0.001,0.0008,5.16,0.63,0.45,0.02,2.07
1,0.7,0.98,79.3,105.5,0.477,0.169,1.08,0.1,0.13,0.199,0.236,0.2,0.198,0.1,0.13,0.186,0.238,114,0.12,0.11,0.225,0.518,0.719,2.91,0.02,0.095,0.648,64,0.084,0,0.005,0.003,0.0007,0,5.3,0.73,0.54,0.02,2.07
1,0.66,0.93,75.4,100.3,0.455,0.157,1.09,0.1,0.14,0.21,0.241,0.21,0.204,0.1,0.12,0.18,0.248,114,0.11,0.12,0.226,0.48,0.775,2.66,0.02,0.069,0.597,67,0.068,0,0.001,0.001,0,0,4.79,0.5,0.55,0.02,2.07
1,0.7,0.97,73.8,97.5,0.483,0.171,1.06,0.09,0.12,0.18,0.231,0.14,0.183,0.09,0.12,0.176,0.247,105,0.11,0.08,0.19,0.567,0.719,2.16,0.02,0.129,0.609,63,0.076,0.23,0.318,0.174,0.06,0.05,2.63,0.4,0.37,0.03,2.07
1,0.71,0.96,78.4,99.2,0.476,0.175,1.12,0.1,0.14,0.212,0.276,0.21,0.212,0.11,0.14,0.202,0.276,111,0.11,0.1,0.205,0.525,0.738,2.89,0.03,0.1,0.641,71,0.076,0.01,0.01,0.006,0.002,0.0004,5.12,0.87,0.43,0.03,2.07
0,0.66,0.86,70.7,89.9,0.458,0.153,1.09,0.11,0.13,0.207,0.271,0.17,0.209,0.11,0.14,0.211,0.267,108,0.08,0.08,0.151,0.5,0.747,2.43,0.02,0.105,0.625,62,0.047,0.01,0.012,0.007,0.002,0.0005,4.17,0.66,0.44,0.03,2.07
0,0.62,0.85,70.4,88.8,0.438,0.145,1,0.08,0.11,0.158,0.211,0.18,0.21,0.11,0.13,0.211,0.29,114,0.08,0.09,0.167,0.466,0.679,2.64,0.04,0.153,0.638,66,0.058,0,0.002,0.001,0,0,4.28,0.61,0.48,0.03,2.07
1,0.73,1.01,76,100.8,0.487,0.185,0.97,0.1,0.13,0.196,0.268,0.16,0.174,0.13,0.16,0.223,0.278,104,0.08,0.08,0.163,0.501,0.753,2.69,0.03,0.12,0.754,66,0.071,0.07,0.095,0.048,0.02,0.01,3.51,0.82,0.48,0.03,2.07
1,0.69,0.99,77.7,103.6,0.467,0.167,1.1,0.12,0.15,0.212,0.281,0.21,0.173,0.1,0.12,0.176,0.256,112,0.12,0.12,0.24,0.492,0.708,2.84,0.02,0.08,0.591,57,0.042,0.01,0.021,0.011,0.003,0.001,4.75,0.9,0.48,0.03,2.07
1,0.68,0.93,74,96.1,0.464,0.162,1.04,0.12,0.15,0.232,0.325,0.2,0.205,0.11,0.13,0.193,0.267,109,0.11,0.12,0.223,0.473,0.727,2.71,0.01,0.068,0.56,64,0.077,0,0.004,0.002,0.0003,0,4.7,0.64,0.54,0.03,2.07
1,0.72,1.01,83.8,111.2,0.479,0.181,1.1,0.11,0.16,0.223,0.263,0.25,0.186,0.09,0.11,0.156,0.236,116,0.13,0.15,0.279,0.48,0.703,3.41,0.02,0.071,0.661,59,0.043,0.01,0.012,0.005,0.001,0.0006,5.72,0.96,0.55,0.03,2.07
1,0.66,0.91,71.9,92.6,0.452,0.156,1.2,0.12,0.15,0.231,0.352,0.18,0.203,0.13,0.15,0.224,0.291,109,0.09,0.09,0.179,0.516,0.746,2.76,0.02,0.101,0.586,64,0.075,0,0.003,0.002,0.0002,0,4.82,0.84,0.57,0.03,2.07
0,0.64,0.88,70,91,0.449,0.147,1.01,0.12,0.16,0.227,0.308,0.18,0.196,0.12,0.14,0.212,0.27,110,0.1,0.11,0.211,0.46,0.687,2.44,0.02,0.088,0.576,65,0.055,0.01,0.009,0.005,0.001,0.0006,3.63,0.91,0.2,0.01,2.08
0,0.69,0.93,73.9,94,0.478,0.164,1.09,0.09,0.13,0.181,0.198,0.17,0.176,0.09,0.13,0.188,0.256,108,0.08,0.09,0.172,0.493,0.718,2.36,0.03,0.112,0.636,57,0.041,0,0.006,0.003,0.001,0.001,3.37,0.76,0.37,0.02,2.08
1,0.69,0.95,75.8,100.7,0.477,0.167,1,0.1,0.13,0.199,0.264,0.2,0.197,0.11,0.14,0.199,0.275,109,0.09,0.09,0.188,0.496,0.708,2.76,0.02,0.101,0.667,66,0.083,0.01,0.02,0.011,0.001,0,4.8,0.91,0.42,0.02,2.08
1,0.69,0.94,73.4,95.2,0.478,0.165,1.14,0.12,0.15,0.217,0.274,0.18,0.19,0.14,0.17,0.248,0.288,106,0.08,0.09,0.174,0.487,0.725,2.55,0.02,0.099,0.585,62,0.065,0.03,0.043,0.019,0.007,0.005,4.17,0.79,0.38,0.03,2.08
0,0.66,0.94,73.2,98.2,0.451,0.162,0.93,0.13,0.17,0.229,0.277,0.21,0.182,0.12,0.14,0.216,0.262,111,0.11,0.14,0.251,0.427,0.679,2.69,0.01,0.066,0.585,60,0.055,0,0.003,0.001,0.0005,0,3.55,0.8,0.52,0.03,2.08
1,0.64,0.83,69.6,85.7,0.443,0.149,1.12,0.12,0.15,0.241,0.352,0.18,0.247,0.12,0.15,0.233,0.289,109,0.08,0.08,0.16,0.493,0.732,2.51,0.03,0.091,0.649,72,0.069,0,0.004,0.003,0.0004,0.0002,4.21,0.72,0.53,0.03,2.08
1,0.7,0.97,75.7,98.9,0.46,0.175,1.25,0.11,0.15,0.229,0.286,0.18,0.213,0.11,0.13,0.186,0.246,108,0.12,0.12,0.233,0.503,0.721,2.63,0.02,0.087,0.658,66,0.082,0,0.003,0.002,0.001,0,3.9,0.75,0.57,0.03,2.08
1,0.73,1.01,75.9,100.6,0.493,0.184,1.15,0.1,0.13,0.196,0.235,0.14,0.178,0.11,0.14,0.195,0.25,104,0.11,0.08,0.189,0.572,0.702,2.21,0.02,0.125,0.556,68,0.105,0.22,0.306,0.17,0.06,0.05,2.51,0.52,0.59,0.04,2.08
1,0.69,0.96,75.6,98.7,0.459,0.173,1.16,0.1,0.14,0.2,0.233,0.19,0.197,0.09,0.13,0.188,0.263,109,0.1,0.11,0.205,0.475,0.759,2.72,0.02,0.095,0.619,63,0.046,0,0.006,0.004,0.0008,0.0004,3.91,0.66,0.62,0.04,2.08
1,0.64,0.9,74,97.4,0.451,0.148,0.9,0.11,0.15,0.217,0.294,0.23,0.211,0.11,0.14,0.219,0.276,115,0.1,0.1,0.202,0.492,0.719,2.91,0.02,0.103,0.562,61,0.05,0,0.007,0.005,0.0005,0.001,6.01,1.26,0.67,0.04,2.08
1,0.65,0.88,72.5,91.5,0.444,0.153,1.14,0.1,0.12,0.2,0.26,0.18,0.243,0.1,0.13,0.198,0.268,112,0.08,0.08,0.157,0.504,0.74,2.78,0.02,0.109,0.649,72,0.108,0,0.004,0.002,0.0003,0,5.41,1,0.68,0.05,2.08
1,0.69,0.98,77.9,105.2,0.471,0.174,0.99,0.12,0.17,0.221,0.228,0.2,0.159,0.1,0.12,0.18,0.231,112,0.14,0.15,0.285,0.487,0.646,2.74,0.01,0.066,0.63,57,0.051,0.05,0.067,0.036,0.01,0.01,3.48,0.5,0.24,0.02,2.09
1,0.73,1.03,79.8,107.4,0.484,0.179,1.03,0.12,0.16,0.222,0.26,0.21,0.168,0.12,0.16,0.216,0.262,110,0.11,0.11,0.221,0.486,0.677,2.76,0.02,0.077,0.584,57,0.045,0,0.004,0.003,0.0004,0.0003,4.89,0.93,0.32,0.02,2.09
1,0.75,1.06,84.3,110.1,0.492,0.197,1.21,0.1,0.13,0.197,0.222,0.21,0.191,0.11,0.14,0.19,0.246,112,0.12,0.11,0.237,0.523,0.733,3.03,0.01,0.07,0.62,66,0.073,0.01,0.017,0.01,0.003,0.002,4.36,0.92,0.35,0.02,2.09
1,0.74,1.04,82.3,109.7,0.485,0.186,1.11,0.1,0.15,0.21,0.236,0.22,0.175,0.09,0.11,0.153,0.244,111,0.15,0.14,0.287,0.511,0.759,3.06,0.01,0.069,0.714,62,0.079,0.01,0.008,0.006,0.002,0.002,4.17,0.58,0.49,0.02,2.09
1,0.66,0.96,77.9,104.8,0.458,0.157,1.01,0.1,0.13,0.186,0.206,0.24,0.185,0.1,0.12,0.183,0.269,117,0.13,0.14,0.265,0.482,0.709,3.06,0.01,0.074,0.591,65,0.066,0.01,0.02,0.01,0.003,0.002,8.15,1.08,0.52,0.02,2.09
1,0.7,1.01,76.8,102.7,0.473,0.173,1.19,0.1,0.14,0.208,0.24,0.19,0.18,0.11,0.13,0.19,0.258,109,0.11,0.11,0.219,0.499,0.711,2.72,0.01,0.082,0.463,65,0.082,0.01,0.007,0.004,0.001,0.0004,4.72,0.79,0.39,0.03,2.09
0,0.6,0.85,67.9,89.8,0.427,0.136,0.83,0.1,0.14,0.202,0.27,0.19,0.219,0.09,0.12,0.202,0.266,113,0.08,0.11,0.198,0.42,0.73,2.62,0.02,0.087,0.625,63,0.068,0,0.006,0.002,0.0003,0.0002,3.78,0.69,0.4,0.03,2.09
1,0.73,1,79.9,103.4,0.491,0.178,1.14,0.11,0.14,0.205,0.24,0.21,0.194,0.11,0.15,0.203,0.265,110,0.09,0.09,0.178,0.503,0.711,3,0.02,0.099,0.568,64,0.067,0.01,0.012,0.008,0.0009,0.0006,5.25,1.06,0.41,0.03,2.09
1,0.76,1.06,84,112.4,0.506,0.188,1.31,0.11,0.13,0.194,0.231,0.22,0.175,0.13,0.15,0.201,0.26,110,0.14,0.12,0.259,0.545,0.717,3.03,0.02,0.085,0.583,64,0.068,0.01,0.016,0.012,0.001,0.003,4.48,0.75,0.52,0.03,2.09
0,0.62,0.88,70.5,92.7,0.428,0.141,1.05,0.11,0.14,0.197,0.265,0.18,0.21,0.09,0.12,0.186,0.256,114,0.09,0.1,0.19,0.452,0.699,2.62,0.02,0.109,0.627,65,0.075,0,0.005,0.002,0.0002,0.0002,4.98,0.97,0.55,0.03,2.09
1,0.66,0.9,72.3,94,0.451,0.158,1.11,0.12,0.15,0.219,0.288,0.2,0.216,0.11,0.14,0.213,0.281,110,0.08,0.09,0.167,0.488,0.743,2.64,0.02,0.1,0.642,66,0.069,0,0.004,0.003,0.0006,0.0004,4.53,0.57,0.61,0.03,2.09
1,0.72,0.98,78.9,100.8,0.481,0.182,1.11,0.12,0.16,0.24,0.275,0.2,0.201,0.12,0.15,0.206,0.253,110,0.12,0.11,0.231,0.506,0.703,2.91,0.01,0.076,0.561,66,0.076,0,0.003,0.001,0.0002,0,3.87,0.85,0.49,0.04,2.09
0,0.69,0.95,76.6,99.8,0.462,0.176,1.18,0.08,0.11,0.155,0.171,0.17,0.171,0.07,0.1,0.148,0.225,111,0.11,0.11,0.216,0.5,0.702,2.52,0.02,0.11,0.556,58,0.042,0.03,0.039,0.017,0.005,0.003,3.47,0.72,0.5,0.04,2.09
1,0.73,0.99,78,100.5,0.495,0.182,1.2,0.1,0.13,0.208,0.213,0.18,0.199,0.1,0.13,0.183,0.249,107,0.12,0.09,0.212,0.551,0.734,2.59,0.02,0.087,0.5,71,0.079,0.01,0.007,0.004,0.0002,0.0005,3.14,0.6,0.66,0.04,2.09
1,0.74,1,82.5,104.7,0.497,0.189,1.32,0.1,0.13,0.2,0.207,0.22,0.212,0.11,0.14,0.188,0.26,111,0.13,0.1,0.236,0.559,0.763,3.25,0.02,0.097,0.614,67,0.099,0.01,0.011,0.007,0.002,0.001,5.25,1.05,0.67,0.04,2.09
